,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
4966,Strayer University-Maryland,Suitland,MD,20746,Middle States Commission on Higher Education,79,3,4,3,2,-3.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1821,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,29544.0,,12975.0,12975.0,6700.0,0.125,0.1111,,0.1667,,1.0,0.0,,,27959.910511,23264.192145,10000,9500,27274,11145,10357,23152,4666,11113,0.7323172433,0.3287,0.6713
4967,Empire Beauty School-Bordentown,Bordentown,NJ,08505,National Accrediting Commission of Career Arts and Sciences,11,1,1,3,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,,19231.0,,,,,,0.7857,,0.7449,,,,,37700.886814,13212.951318,9213,7921,305,22,29,328,10,288,0.9422089041,0.0879,0.9121
4968,Empire Beauty School-Monroeville,Monroeville,PA,15146-2229,National Accrediting Commission of Career Arts and Sciences,12,1,1,3,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,,18294.0,,,,,,0.5833,,0.6322,,,,,35962.058025,12407.118361,8715,10113,479,32,49,534,24,428,0.9384398496,0.0496,0.9504
4969,Southern Careers Institute-San Antonio,San Antonio,TX,78221,Council on Occupational Education,7,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,,29634.0,,,,,,0.4105,,0.3967,,,,,24633.877114,15266.448875,8507,7125,3977,834,491,2475,394,1687,0.6948179731,0.1452,0.8548
4970,Virginia School of Massage,Charlottesville,VA,22901,Accrediting Commission of Career Schools and Colleges,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,22189.0,,,,,,0.7097,,0.7392,,,,,43126.432432,20582,PrivacySuppressed,PrivacySuppressed,233,55,41,247,35,155,0.8582677165,0.1739,0.8261
4971,ITT Technical Institute-Hialeah,Hialeah,FL,33015,,135,2,3,3,5,28.0,6.0,6.0,,0.7778,,,,,,,,,,,,,,,,,,,,,,,0.45,0.0,0.275,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,333.0,28921.0,,18048.0,18048.0,5592.0,0.1163,0.4298,,0.3991,,0.3333,0.4,0.4271,1.0,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.7928,0.2072
4972,Cayce/Reilly School of Massage,Virginia Beach,VA,23451,Commission on Massage Therapy Accreditation,1,1,1,2,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,,18471.0,,,,,,1.0,,0.8529,,,,,28065.769231,21032.615385,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,0.858974359,0.1395,0.8605
4973,CET-Sacramento,Sacramento,CA,95828,Council on Occupational Education,14,1,1,2,8,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,,19513.0,,,,,,0.8365,,0.7644,,,,,25893.525223,12271.552385,5131,5500,1748,2362,2191,1661,1538,1414,0.3538806388,0.4762,0.5238
4974,ITT Technical Institute-Harrisburg,Harrisburg,PA,17111,,135,2,2,3,2,10.0,3.0,1.0,,0.7407,,,,,,,,,,,,,,,,,,,,,,,0.6552,0.0,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,28189.0,,18048.0,18048.0,,,,0.1579,,0.2419,,,,,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.8087,0.1913
4975,ITT Technical Institute-Tarentum,Tarentum,PA,15084,,135,2,2,3,2,10.0,3.0,1.0,,0.92,,,,,,,,,,,,,,,,,,,,,,,0.4505,0.0,0.3956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,26511.0,,18048.0,18048.0,6401.0,,,0.4545,,0.4923,,,,,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.8429,0.1571
4976,ITT Technical Institute-Norwood,Norwood,OH,45212,,135,2,3,3,3,10.0,6.0,6.0,,0.7524,,,,,,,,,,,,,,,,,,,,,,,0.3023,0.0,0.2791,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,313.0,28035.0,,18048.0,18048.0,5598.0,0.125,0.3261,,0.3271,,0.3472,0.2969,0.5,,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.6613,0.3387
4977,ITT Technical Institute-Strongsville,Strongsville,OH,44136,,135,2,3,3,3,10.0,6.0,6.0,,0.6741,,,,,,,,,,,,,,,,,,,,,,,0.4958,0.0,0.2605,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,340.0,28748.0,,18048.0,18048.0,5311.0,0.1818,0.3855,,0.4518,,0.4667,0.0,0.2727,,38769.051205,20958.287472,13127.5,13000,21999,52551,12027,5744,4268,1942,0.2974852967,0.55,0.45
4978,Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,08232,Accrediting Council for Continuing Education & Training,3,1,1,3,2,-3.0,-2.0,-2.0,,0.5670000000000001,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,28698.0,,,,,,0.8793,,0.7745,,,,,29780.801932,19226.634118,16377,16325.5,999,111,182,1547,69,821,0.9101229896,0.1579,0.8421
4979,Everest Institute-Marietta,Marietta,GA,30067,,9,1,1,2,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,,31068.0,,,,,,0.674,,0.6556,,,,,25993.525742,13797.726915,8744,7600,5127,1698,2321,8095,1602,6805,0.7905481434,0.0773,0.9227
4980,The Creative Center,Omaha,NE,68164,Accrediting Commission of Career Schools and Colleges,1,2,3,3,4,30.0,10.0,6.0,,0.9412,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,40340.0,,27700.0,27700.0,5931.0,,0.5833,,0.6316,,0.6,0.0,1.0,,PrivacySuppressed,PrivacySuppressed,19500,18991.5,48,34,46,49,52,29,0.6136363636,0.3438,0.6563
4981,Studio Jewelers,New York,NY,10016-4112,Accrediting Commission of Career Schools and Colleges,1,1,1,3,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,11225.0,,,,,,0.975,,0.9891,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1429,0.8571
4982,Praxis Institute,Miami,FL,33135,Council on Occupational Education,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,,11301.0,,,,,,0.9136,,0.9086,,,,,9928.4615385,9292.1300366,8170,8170,708,533,383,491,203,343,0.796474359,0.4603,0.5397
4983,American College of Traditional Chinese Medicine,San Francisco,CA,94107,Western Association of Schools and Colleges Senior Colleges and University Commission,2,4,4,2,8,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,,,8788.0,0.2899,,,,,,,,,PrivacySuppressed,PrivacySuppressed,18750,18750,101,38,35,54,12,40,0.7473684211,0.1667,0.8333
4984,San Juan Bautista School of Medicine,Caguas,PR,00725-4968,Middle States Commission on Higher Education,1,3,4,2,9,25.0,11.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11195.0,,9360.0,15990.0,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6,0.3056,0.6944
4985,Texas Health and Science University,Austin,TX,78704,Accrediting Council for Independent Colleges and Schools,1,3,4,3,6,26.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,,,5511.0,0.5,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5294,0.4706
4986,Carver Career Center,Charleston,WV,25306-6397,Council on Occupational Education,1,1,2,1,5,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0313,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,,7352.0,,,5717.0,0.9333,,0.8841,,0.9026,,,,,29830.657143,20141.722222,PrivacySuppressed,PrivacySuppressed,,,,,,,0.6493506494,0.3632,0.6368
4987,New Hampshire Institute of Art,Manchester,NH,03104-4858,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,3,4,2,1,30.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,38128.0,,24690.0,24690.0,5803.0,1.0,0.4455,,0.4834,,0.5,,0.3333,,73006.524038,23715.846154,27000,27000,193,100,67,144,32,93,0.7058823529,0.3158,0.6842
4988,Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY,13021,,1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15854.0,,9613.0,9613.0,,,,0.7059,,0.84,,,,,62172.95,19590.119048,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0313,0.9688
4989,Clearfield County Career and Technology Center,Clearfield,PA,16830,Pennsylvania State Board of Vocational Education,1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,,14394.0,,,,,,0.6667,,0.7045,,,,,48606.962963,25155.491525,PrivacySuppressed,PrivacySuppressed,89,11,14,130,PrivacySuppressed,PrivacySuppressed,0.8318584071,0.1528,0.8472
4990,Colegio de Cinematografia Artes y Television,Bayamon,PR,00961,Accrediting Commission of Career Schools and Colleges,1,1,2,3,9,10.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,8288.0,,6560.0,6560.0,1833.0,0.3103,,0.3834,,0.382,,,,,14037.927641,6931.9225589,PrivacySuppressed,PrivacySuppressed,,,,,,,0.254048583,0.7626,0.2374
4991,Delaware County Technical School-Practical Nursing Program,Broomall,PA,19008,Accreditation Commission for Education in Nursing,1,1,1,1,2,-3.0,-2.0,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,14520.0,,,,,,0.6957,,0.7234,,,,,50180.875,21575.729167,PrivacySuppressed,PrivacySuppressed,125,11,18,113,17,113,0.875,0.1481,0.8519
4992,Mid-Del Technology Center,Midwest City,OK,73110-4825,Oklahoma State Board of Career and Technology Education,1,1,1,1,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,,6449.0,,,,,,0.6716,,0.6507,,,,,17020.740741,13928.833333,PrivacySuppressed,PrivacySuppressed,,,,,,,0.623655914,0.3248,0.6752
4993,New York Institute of Massage Inc,Williamsville,NY,14221,Accrediting Commission of Career Schools and Colleges,1,1,1,3,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,23978.0,,,,,,0.9333,,0.8302,,,,,54267.62963,30700.926829,9500,12113,135,37,29,126,40,169,0.7981651376,0.1975,0.8025
4994,Jolie Hair and Beauty Academy-Ludlow,Ludlow,MA,01056,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,18325.0,,,,,,0.4928,,0.6434,,,,,39518.849057,14138.008929,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0235,0.9765
4995,Dutchess BOCES-Practical Nursing Program,Poughkeepsie,NY,12601-6599,,1,1,1,1,2,-3.0,-2.0,-2.0,,0.74,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,,26220.0,,,,,,0.75,,0.75,,,,,52275.357143,26437.625,PrivacySuppressed,PrivacySuppressed,142,14,PrivacySuppressed,PrivacySuppressed,12,127,PrivacySuppressed,0.0657,0.9343
4996,Escuela Tecnica de Electricidad,Ponce,PR,00730-4875,Accrediting Council for Continuing Education & Training,1,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.9753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,12085.0,,9580.0,9580.0,,,,0.9375,,0.8929,,,,,12920.447115,13293.955645,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.9974,0.0026
4997,Institute of Technology,Clovis,CA,93612,Accrediting Commission of Career Schools and Colleges,1,1,2,3,8,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,,31282.0,,,4095.0,0.4129,,0.6229,,0.6096,,,,,34351.824561,14551.210694,9500,9500,2752,2277,2505,2412,1805,1552,0.5685144124,0.4196,0.5804
4998,Garnet Career Center,Charleston,WV,25301,Council on Occupational Education,1,1,1,1,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,,10379.0,,,,,,0.5806,,0.527,,,,,22995.285714,14238.288136,PrivacySuppressed,PrivacySuppressed,,,,,,,0.7671232877,0.2315,0.7685
4999,Bristol Technical Education Center,Bristol,CT,06010,,1,1,1,1,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,12248.0,,,,,,0.8654,,0.9059,,,,,28335.842105,22132.466667,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.9565,0.0435
5000,Genesee Valley BOCES-Practical Nursing Program,Batavia,NY,14020,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,,12097.0,,,,,,0.8,,0.8,,,,,62595.027027,26058.178295,PrivacySuppressed,PrivacySuppressed,212,21,16,135,PrivacySuppressed,PrivacySuppressed,0.8915662651,0.0926,0.9074
5001,Hamilton Fulton Montgomery BOCES-Practical Nursing Program,Johnstown,NY,12095,,1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,,,,,,,,,,,,,,37040,30397.105263,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0462,0.9538
5002,Henrico County-Saint Marys Hospital School of Practical Nursing,Henrico,VA,23294,Accreditation Commission for Education in Nursing,1,1,1,1,5,-3.0,-2.0,-2.0,,0.871,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0714,0.9286
5003,Herkimer County BOCES-Practical Nursing Program,Ilion,NY,13357,New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing),1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,14752.0,,,,,,1.0,,0.8368,,,,,55371.217391,23193.715909,PrivacySuppressed,PrivacySuppressed,104,15,10,93,PrivacySuppressed,PrivacySuppressed,0.8828828829,0.0938,0.9063
5004,International Beauty College,Garland,TX,75040-3294,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,6,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,,16270.0,,,,,,1.0,,0.9773,,,,,18330,15823.184211,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,0.0625,0.9375
5005,Dewey University-Hato Rey,Hato Rey,PR,00910-9538,Accrediting Council for Independent Colleges and Schools,9,1,1,2,9,9.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12020.0,,7495.0,7495.0,,,,0.5769,,0.6149,,,,,8987.739726,5964.5904948,PrivacySuppressed,PrivacySuppressed,,,,,,,0.6661865322,0.5,0.5
5006,Cape Coral Technical College,Cape Coral,FL,33993-2479,Council on Occupational Education,1,1,1,1,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1333,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,,11266.0,,,,,,0.569,,0.5403,,,,,21247.416667,15498.510949,PrivacySuppressed,PrivacySuppressed,,,,,,,0.652360515,0.2969,0.7031
5007,Massachusetts General Hospital Dietetic Internship,Boston,MA,02114-2696,,1,4,4,2,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,Mercy Hospital School of Nursing,Pittsburgh,PA,15219-5166,,1,1,1,2,2,-3.0,-2.0,-2.0,30.0,0.75,490.0,510.0,500.0,450.0,520.0,485.0,,,,,,,,,,,,,,,,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,23414.0,,14620.0,14620.0,,,,0.75,,0.6,,,,,97151.765957,35247.238095,12000,12000,77,12,13,59,PrivacySuppressed,PrivacySuppressed,0.808988764,0.1546,0.8454
5009,Northland Career Center,Platte City,MO,64079,Council on Occupational Education,1,1,1,1,4,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,16971.0,,,,,,0.9355,,0.9362,,,,,55967.909091,34951.166667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.25,0.75
5010,Norwich Technical High School/Adult Licensed Practical Nurse Program,Norwich,CT,06360-2425,,1,1,1,1,1,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,,,,,,,0.8611,,0.8611,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0789,0.9211
5011,Ocean County Vocational-Technical School,Toms River,NJ,08753,Middle States Commission on Secondary Education,1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0169,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,,11680.0,,,,,,0.6528,,0.5978,,,,,54881.73224,22305.173469,5500,3700,172,54,23,161,21,135,0.598944591,0.5183,0.4817
5012,Putnam Westchester BOCES-Practical Nursing Program,Yorktown Heights,NY,10598-4399,New York State Board of Regents and the Commissioner of Education,1,1,1,1,2,-3.0,-2.0,-2.0,,0.5402,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,,17250.0,,,,,,0.9286,,0.8857,,,,,77622.8,31558.689655,PrivacySuppressed,PrivacySuppressed,39,10,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1795,0.8205
5013,Sullivan County BOCES-Practical Nursing Program,Liberty,NY,12754,,1,1,1,1,2,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.9,,0.8519,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,0.0
5014,Brightwood College-San Antonio-Ingram,San Antonio,TX,78238,Accrediting Council for Independent Colleges and Schools,4,1,2,3,6,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,,27400.0,,,5472.0,,,0.7245,,0.615,,,,,28639.323296,16555.952607,8985,8885,2793,564,875,3769,693,3153,0.8508170796,0.1897,0.8103
5015,Trinity College of Puerto Rico,Ponce,PR,00716-1111,Accrediting Council for Independent Colleges and Schools,1,1,2,2,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,10921.0,,6795.0,6795.0,1617.0,0.64,,0.3696,,0.3929,,,,,7175.0533333,944.01570681,PrivacySuppressed,PrivacySuppressed,,,,,,,0.7917888563,0.3077,0.6923
5016,Virginia Sewing Machines and School Center,Los Angeles,CA,90015-4001,Accrediting Council for Continuing Education & Training,1,1,1,3,8,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,,25617.0,,,,,,0.9259,,0.8393,,,,,13980.188119,4868.1538462,5500,5500,PrivacySuppressed,PrivacySuppressed,16,56,15,61,0.7459016393,0.2174,0.7826
5017,Vogue Beauty and Barber School,Hiram,GA,30141-2226,Council on Occupational Education,1,1,1,3,5,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,,19410.0,,,,,,0.6609999999999999,,0.7279,,,,,30268.693878,13198.086207,9833,14097.5,140,35,10,139,10,109,0.6727272727,0.374,0.626
5018,Yeshiva of the Telshe Alumni,Riverdale,NY,10471,Association of Advanced Rabbinical and Talmudic Schools,1,3,0,2,2,24.0,10.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,18500.0,,9100.0,9100.0,5338.0,0.7143,0.0526,,0.1186,,0.0526,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,PrivacySuppressed,1.0,0.0
